Date,Open,High,Low,Close,Adj Close,Volume
2020-10-22,135.899994,138.539993,134.199997,137.600006,137.600006,858375
2020-10-23,137.699997,140.000000,137.619995,139.059998,139.059998,1030589
2020-10-26,136.440002,138.240005,135.399994,135.639999,135.639999,917528
2020-10-27,135.800003,135.800003,131.679993,132.000000,132.000000,1300218
2020-10-28,129.119995,129.600006,124.019997,125.519997,125.519997,2020870
2020-10-29,128.000000,129.520004,125.940002,126.940002,126.940002,1350085
2020-10-30,125.199997,127.300003,123.419998,125.099998,125.099998,1472765
2020-11-02,126.260002,128.919998,122.959999,127.779999,127.779999,1262785
2020-11-03,129.660004,132.679993,129.139999,131.740005,131.740005,1180046
2020-11-04,128.500000,133.100006,127.279999,132.080002,132.080002,1527220
